Stage Name,Full Name,Date of Birth,Group,Debut,Company,Country,Height,Weight,Birthplace,Gender,Debut Age,BMI,Debut Year,Current Year,Career Length
Dan-a,Park Seungyeon,1993-06-26,Matilda,2016-03-18,Box,South Korea,170.0,160.0,Unknown,F,23,55.36332179930796,2016,2024,8
Daniel,Kang Daniel,1996-12-10,Wanna One,2017-08-07,YMC,South Korea,170.0,57.0,Busan,M,21,19.723183391003463,2017,2024,7
Danielle,Mo Jihye,2005-04-11,NewJeans,2022-07-22,ADOR,South Korea,165.0,57.0,Munsan,F,17,20.936639118457304,2022,2024,2
Dann,Jung Seungbo,1997-11-01,Kingdom,2021-02-18,GF,South Korea,178.0,57.0,Ilsan,M,23,17.99015275849009,2021,2024,3
Dany,Jeon Eunji,1998-01-20,Ho1iday,2013-04-26,LOEN,South Korea,170.0,57.0,Unknown,F,15,19.723183391003463,2013,2024,11
Daon,Ahn Seonil,2000-12-10,DUSTIN,2020-01-06,LPA,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2020,2024,4
Dara,Park Sandara,1984-11-12,2NE1,2009-05-06,YG,South Korea,170.0,57.0,Unknown,F,24,19.723183391003463,2009,2024,15
Daseul,Yang Daseul,2000-09-14,Maka Maka,2020-08-04,Dreamus,South Korea,170.0,57.0,Unknown,F,20,19.723183391003463,2020,2024,4
Dasom,Lee Dasom,1993-11-13,2EYES,2013-07-20,SidusHQ,South Korea,164.0,57.0,Cheongju,F,20,21.192742415229034,2013,2024,11
Dasom,Kim Dasom,1993-05-06,SISTAR,2010-03-06,Starship,South Korea,170.0,57.0,Unknown,F,17,19.723183391003463,2010,2024,14
Dawon,Lee Dawon,1996-12-02,ARIAZ,2019-10-23,Rising Star,South Korea,170.0,57.0,Unknown,F,23,19.723183391003463,2019,2024,5
Dawon,Lee Sanghyuk,1995-07-24,SF9,2016-10-05,FNC,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2016,2024,8
Dawon,Cho Dawon,2000-05-12,VARSITY,2017-01-05,GKC,South Korea,183.0,69.0,Unknown,M,17,20.603780345785182,2017,2024,7
Dawon,Nam Dawon,1997-03-16,WJSN,2016-02-25,Starship,South Korea,167.0,57.0,Seoul,F,19,20.43816558499767,2016,2024,8
Daye,Kim Hyunjung,1998-02-25,Berry Good,2014-05-21,Asia Bridge,South Korea,167.0,57.0,Unknown,F,16,20.43816558499767,2014,2024,10
Dayeon,Kim Dayeon,2003-03-02,Kep1er,2022-03-01,WakeOne,South Korea,158.0,57.0,Unknown,F,19,22.832879346258608,2022,2024,2
Dayeon,Hwang Da Kyeon,1995-11-17,XUM,2020-09-22,A100,South Korea,170.0,57.0,Unknown,F,25,19.723183391003463,2020,2024,4
Dayoung,Kim Dayoung,1991-02-02,Blady,2011-05-16,Star Planet,South Korea,170.0,57.0,Jeonju,F,20,19.723183391003463,2011,2024,13
Dayoung,Im Dayoung,1999-05-14,WJSN,2016-02-25,Starship,South Korea,161.0,57.0,Jeju,F,17,21.98989236526368,2016,2024,8
Dayun,Kim Dayun,2000-11-20,Bonus Baby,2017-01-01,Maroo,South Korea,164.0,57.0,Unknown,F,16,21.192742415229034,2017,2024,7
Della,Park Sehyun,1995-09-03,Rockit Girl,2019-05-30,Rolling,South Korea,170.0,57.0,Unknown,F,24,19.723183391003463,2019,2024,5
Denise,Kim Denise,2001-01-11,SECRET NUMBER,2020-05-19,Vine,South Korea,170.0,57.0,Unknown,F,19,19.723183391003463,2020,2024,4
Dey,Kim Sehyun,2003-06-11,YOUNITE,2022-04-20,Brand New,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2022,2024,2
Dia,Kwak Minnyeong,1999-09-03,Maka Maka,2020-08-04,Dreamus,South Korea,170.0,57.0,Unknown,F,21,19.723183391003463,2020,2024,4
Dia,Choi Eunji,2001-07-16,Pixy,2021-02-24,ALLART,South Korea,165.0,57.0,Unknown,F,20,20.936639118457304,2021,2024,3
Dino,Lee Chan,1999-02-11,Seventeen,2015-05-26,Pledis,South Korea,167.0,54.0,Iksan,M,16,19.362472659471475,2015,2024,9
Dita,Dita Karang,1996-12-25,SECRET NUMBER,2020-05-19,Vine,Indonesia,170.0,57.0,Yogyakarta,F,23,19.723183391003463,2020,2024,4
DK,Kim Dokyun,1998-02-16,BLANK2Y,2022-05-24,Keystone,South Korea,170.0,57.0,Unknown,M,24,19.723183391003463,2022,2024,2
DK,Kim Donghyuk,1997-01-03,iKON,2015-09-15,YG,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2015,2024,9
DK,Lee Seongmin,1997-02-18,Seventeen,2015-05-26,Pledis,South Korea,178.0,68.0,Yongin,M,18,21.461936624163616,2015,2024,9
Doa,Im Youngseo,2001-10-29,We;Na,2022-09-05,Shine E&M,South Korea,158.0,44.0,Unknown,F,21,17.625380547989103,2022,2024,2
Do-A,Choi Yuna,1999-02-02,ALICE,2017-07-01,IOK Company,South Korea,170.0,57.0,Unknown,F,18,19.723183391003463,2017,2024,7
Doah,Kim Doah,2003-12-04,FANATICS,2019-08-06,FENT,South Korea,163.0,42.0,Unknown,F,16,15.807896420640597,2019,2024,5
Doha,Na Gyumin,2004-03-07,BAE173,2020-11-19,PocketDol,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2020,2024,4
Doha,Park Doha,1992-03-27,XEED,2022-12-01,Nature Space,South Korea,175.0,65.0,Seoul,M,31,21.224489795918366,2022,2024,2
Dohee,Kwon Dohee,2002-08-01,Cignature,2020-02-04,C9,South Korea,158.0,39.0,Seoul,F,18,15.622496394808522,2020,2024,4
Dohee,Min Dohee,1994-09-25,Tiny-G,2012-08-23,GNG,South Korea,152.0,39.0,Unknown,F,18,16.880193905817176,2012,2024,12
Dohwan,Gil Dohwan,2003-08-26,Ciipher,2021-03-15,Rain,South Korea,175.0,61.0,Unknown,M,18,19.918367346938776,2021,2024,3
Dohyon,Nam Dohyon,2004-11-10,BAE173,2020-11-19,PocketDol,South Korea,180.0,62.0,Unknown,M,16,19.1358024691358,2020,2024,4
Dohyuk,Kim Dohyuk,1998-01-16,14U,2017-04-17,BG,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2017,2024,7
Doi,Kim Doi,1994-04-12,FANATICS,2019-08-06,FENT,South Korea,170.0,57.0,Unknown,F,25,19.723183391003463,2019,2024,5
Dojin,Jeon Yongtae,1997-03-07,ENOi,2019-04-19,KITHEWHALE,South Korea,181.0,61.0,Unknown,M,22,18.619700253350018,2019,2024,5
Dokyun,Na Dokyun,1991-02-11,HISTORY,2013-04-26,LOEN,South Korea,184.0,65.0,Daejeon,M,22,19.198960302457465,2013,2024,11
Donggeon,Song Donggeon,1999-07-15,TOO,2020-04-01,n.CH,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2020,2024,4
Donghae,Lee Donghae,1986-10-15,Super Junior,2005-11-06,SM,South Korea,176.0,60.0,Mokpo,M,19,19.369834710743802,2005,2024,19
Donghan,Kim Donghan,1998-07-03,WEi,2020-10-05,OUI,South Korea,170.0,57.0,Daegu,M,22,19.723183391003463,2020,2024,4
Dongheon,Lee Dongheon,1995-08-04,Verivery,2019-09-01,Jellyfish,South Korea,170.0,57.0,Unknown,M,24,19.723183391003463,2019,2024,5
Donghun,Lee Donghun,1993-05-15,A.C.E,2017-05-23,Beat,South Korea,170.0,57.0,Suncheon,M,24,19.723183391003463,2017,2024,7
Donghyuk,Park Donghyuk,1999-12-18,BLANK2Y,2022-05-24,Keystone,South Korea,178.0,61.0,Unknown,M,22,19.252619618735007,2022,2024,2
Donghyun,Kim Donghyun,1998-09-17,AB6IX,2019-05-22,Brand New,South Korea,170.0,57.0,Daejeon,M,21,19.723183391003463,2019,2024,5
Donghyun,Kim Donghyun,1989-02-12,Boyfriend,2011-05-26,Starship,South Korea,178.0,60.0,Seoul,M,22,18.93700290367378,2011,2024,13
Donghyun,Kim Donghyun,1999-02-23,Golden Child,2017-08-28,Woollim,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2017,2024,7
Dongjun,Kim Dongjun,1992-02-11,ZE:A,2010-01-07,Star Empire,South Korea,170.0,57.0,Busan,M,18,19.723183391003463,2010,2024,14
Dongkyu,Moon Dongkyu,1992-11-16,Spectrum,2018-05-09,WYNN,South Korea,170.0,57.0,Unknown,M,25,19.723183391003463,2018,2024,6
Dongmyeong,Son Dongmyeong,2000-01-20,Onewe,2019-01-09,RBW,South Korea,170.0,57.0,Unknown,M,19,19.723183391003463,2019,2024,5
Dongpyo,Son Dongpyo,2002-09-09,Mirae,2021-03-17,DSP,South Korea,166.0,48.0,Unknown,M,19,17.419073885905068,2021,2024,3
Dongwan,Kim Dongwan,1979-11-21,Shinhwa,1998-03-24,SM| Good| Shinhwa,South Korea,173.0,68.0,Pohang,M,18,22.720438370810918,1998,2024,26
Dongwon,Lee Dongwon,1994-01-01,KNK,2016-03-03,YNB,South Korea,184.0,57.0,Unknown,M,22,16.836011342155007,2016,2024,8
Dongwoo,Jang Dongwoo,1990-11-22,Infinite,2010-06-09,Woollim,South Korea,171.0,58.0,Guri,M,20,19.835162956123252,2010,2024,14
Dongwoon,Son Dongwoon,1991-06-06,Highlight,2009-10-14,Around Us,South Korea,181.0,64.0,Busan,M,18,19.53542321662953,2009,2024,15
Dongyun,Kim Dongyun,2002-02-18,DRIPPIN,2020-10-26,Woollim,South Korea,177.0,61.0,Unknown,M,19,19.4707778735357,2020,2024,4
Doojoon,Yoon Doojoon,1989-07-04,Highlight,2009-10-14,Around Us,South Korea,177.0,66.0,Goyang,M,20,21.06674327300584,2009,2024,15
Doryun,Kim Doryun,2000-05-01,AIMERS,2022-11-17,Hyper Rhythm,South Korea,170.0,57.0,Unknown,M,23,19.723183391003463,2022,2024,2
Dosie,Jang Eunseung,2000-02-11,Purple Kiss,2021-03-15,RBW,South Korea,170.0,57.0,Unknown,F,21,19.723183391003463,2021,2024,3
Douhyun,Yoo Douhyun,2000-12-25,Mirae,2021-03-17,DSP,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2021,2024,3
Dowoon,Yoon Dowoon,1995-08-25,DAY6,2015-09-07,JYP,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2015,2024,9
Doyeon,Kim Doyeon,1999-12-04,Weki Meki,2017-08-08,Fantagio,South Korea,170.0,57.0,Incheon,F,18,19.723183391003463,2017,2024,7
Doyoung,Kim Dongyoung,1996-02-01,NCT,2016-04-09,SM,South Korea,170.0,57.0,Guri,M,20,19.723183391003463,2016,2024,8
Doyoung,Kim Doyoung,2003-12-04,Treasure,2020-08-07,YG,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2020,2024,4
Duna,Kang Duna,2005-04-28,CSR,2022-07-27,A2Z,South Korea,170.0,57.0,Gangwon,F,17,19.723183391003463,2022,2024,2
DY,Jeon Doyum,2002-02-21,JUST B,2021-06-30,Bluedot,South Korea,175.0,55.0,Daejeon,M,19,17.959183673469386,2021,2024,3
Dylan,Park Yeonjae,2002-07-26,D-CRUNCH,2018-08-06,All-S,South Korea,170.0,57.0,Unknown,M,16,19.723183391003463,2018,2024,6
E.Ji,Choi Jiwon,2000-11-08,ICHILLIN',2021-09-08,KM,South Korea,170.0,57.0,Unknown,F,21,19.723183391003463,2021,2024,3
E.sha,Kwon Yena,1998-12-29,X:IN,2023-04-11,Escrow,Australia,170.0,57.0,Unknown,F,24,19.723183391003463,2023,2024,1
E.sol,Jeon Jaehyuk,1992-09-17,14U,2017-04-17,BG,South Korea,170.0,57.0,Unknown,M,25,19.723183391003463,2017,2024,7
E:U,Park Jiwon,1998-05-19,Everglow,2019-03-18,Yuehua,South Korea,170.0,57.0,Unknown,F,21,19.723183391003463,2019,2024,5
E-Chan,Lee Changmin,1997-02-19,DKB,2020-02-03,Brave,South Korea,178.0,63.0,Unknown,M,23,19.883853048857468,2020,2024,4
Eden,Jae Won,1998-03-27,NINE.i,2022-03-30,FirstOne,South Korea,170.0,57.0,Unknown,M,24,19.723183391003463,2022,2024,2
EJ,Kim Eunji,1997-08-13,ALICE,2017-07-01,IOK Company,South Korea,164.0,47.0,Unknown,F,20,17.474717430101133,2017,2024,7
Eli,Ellison Kim,1991-03-13,U-KISS,2008-08-28,NH Media,USA,170.0,57.0,Los Angeles,M,17,19.723183391003463,2008,2024,16
Ellin,Kim Minyoung,1990-04-02,Crayon Pop,2012-07-18,Chrome,South Korea,165.0,44.0,Daegu,F,22,16.161616161616163,2012,2024,12
Elly,Jung Haerim,1998-07-20,Weki Meki,2017-08-08,Fantagio,South Korea,170.0,57.0,Unknown,F,19,19.723183391003463,2017,2024,7
Ellyn,Bang Sunhee,2002-10-19,Girlkind,2018-01-16,Nextlevel,South Korea,170.0,170.0,Unknown,F,15,58.82352941176471,2018,2024,6
Elva,Lee Yonghwa,2003-05-05,ILY:1,2022-04-04,FC ENM,South Korea,170.0,57.0,Unknown,F,19,19.723183391003463,2022,2024,2
Eric,Moon Junghyuk,1979-02-16,Shinhwa,1998-03-24,SM| Good| Shinhwa,South Korea,180.0,70.0,Seoul,M,19,21.604938271604937,1998,2024,26
Eric,Son Youngjae,2000-12-22,The Boyz,2017-12-31,Cre.Ker,South Korea,171.0,56.0,Unknown,M,17,19.15119181970521,2017,2024,7
Eseo,Noh Hyunjung,1996-03-04,LUNARSOLAR,2020-09-02,J Planet,South Korea,161.0,57.0,Unknown,F,24,21.98989236526368,2020,2024,4
Eson,Kim Jungmin,1996-12-28,We In The Zone,2019-05-27,Choon,South Korea,177.0,63.0,Honolulu,M,22,20.109164033323754,2019,2024,5
E-tion,Lee Changyoon,1994-12-24,ONF,2017-08-02,WM,South Korea,170.0,57.0,Jeonju,M,23,19.723183391003463,2017,2024,7
Euijin,Lee Euijin,1990-02-15,Bigflo,2014-07-19,HO,South Korea,170.0,57.0,Seoul,M,24,19.723183391003463,2014,2024,10
Euijin,Hong Euijin,1996-10-08,Sonamoo,2014-12-29,TS,South Korea,168.0,57.0,Gwangju,F,18,20.19557823129252,2014,2024,10
Eun,Choi Eunmi,1990-05-14,Two X,2012-08-20,J. Tune,South Korea,170.0,57.0,Unknown,F,22,19.723183391003463,2012,2024,12
EunB,Shin Eunbi,2000-09-17,Maka Maka,2020-08-04,Dreamus,South Korea,170.0,57.0,Unknown,F,20,19.723183391003463,2020,2024,4
EunB,Byun Eunbi,2000-11-23,PRECIOUS,2020-09-23,Umi,South Korea,164.0,49.0,Busan,F,20,18.218322427126715,2020,2024,4
Eunbi,Kwon Eunbi,1995-09-27,IZ*ONE,2018-10-29,Off The Record,South Korea,170.0,57.0,Seoul,F,23,19.723183391003463,2018,2024,6
Eunbin,Kwon Eunbin,2000-01-06,CLC,2015-03-19,Cube,South Korea,167.0,48.0,Seoul,F,15,17.21108680841909,2015,2024,9
Eunchae,Son Eunchae,1999-10-06,bugAboo,2021-10-25,A team,South Korea,154.0,38.0,Pohang,F,22,16.02293810086018,2021,2024,3
Eunchae,Kwon Chaewon,1999-05-26,DIA,2015-07-14,MBK,South Korea,170.0,57.0,Unknown,F,16,19.723183391003463,2015,2024,9
Eunchae,Hong Eunchae,2006-11-10,LE SSERAFIM,2022-05-02,Source,South Korea,172.0,57.0,Unknown,F,15,19.2671714440238,2022,2024,2
Eunchan,Choi Byeongseop,2001-02-27,TEMPEST,2022-03-02,Yuehua,South Korea,184.0,57.0,Unknown,M,21,16.836011342155007,2022,2024,2
Eunha,Jung Eunbi,1997-05-30,VIVIZ,2022-02-09,Big Planet Made,South Korea,163.0,57.0,Seoul,F,25,21.453573713726524,2022,2024,2
Eunho,Shin Donggeun,1992-09-10,UNVS,2020-02-23,CHITWN,South Korea,170.0,57.0,Unknown,M,27,19.723183391003463,2020,2024,4
Eunho,Myung Eunho,2001-03-25,YOUNITE,2022-04-20,Brand New,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2022,2024,2
Eunhyuk,Lee Hyukjae,1986-04-04,Super Junior,2005-11-06,SM,South Korea,176.0,58.0,Ilsan,M,20,18.72417355371901,2005,2024,19
Eunice,Heo Sooyeon,1991-09-02,DIA,2015-07-14,MBK,South Korea,166.0,49.0,Busan,F,24,17.78197125852809,2015,2024,9
Eunil,Kim Eunil,2003-11-21,TRENDZ,2022-01-05,Interpark,South Korea,170.0,57.0,Unknown,M,18,19.723183391003463,2022,2024,2
Eunjae,Kwak Eunjae,1996-05-02,14U,2017-04-17,BG,South Korea,170.0,57.0,Unknown,M,21,19.723183391003463,2017,2024,7
Eunji,Jung Eunji,1993-08-18,Apink,2011-04-19,Plan A,South Korea,163.0,57.0,Busan,F,18,21.453573713726524,2011,2024,13
Eunji,Hong Eunji,1992-07-19,Brave Girls,2011-04-08,Brave,South Korea,170.0,57.0,Seoul,F,19,19.723183391003463,2011,2024,13
Eunjin,Moon Eunjin,1998-11-05,Highteen,2016-10-14,Elijah,South Korea,170.0,57.0,Unknown,F,18,19.723183391003463,2016,2024,8
Eunjin,Ma Eunjin,1997-05-23,Playback,2015-06-25,Coridel,South Korea,165.0,49.0,Wonju,F,18,17.99816345270891,2015,2024,9
Eunjo,Park Eunjo,2002-03-07,Dreamnote,2018-11-07,iME,South Korea,164.0,46.0,Unknown,F,17,17.102914931588344,2018,2024,6
Eunjun,Choi Eunjun,1999-08-06,AIMERS,2022-11-17,Hyper Rhythm,South Korea,170.0,57.0,Unknown,M,23,19.723183391003463,2022,2024,2
Eunjung,Ham Eunjung,1988-12-12,T-ara,2009-07-29,MBK,South Korea,167.0,47.0,Seoul,F,21,16.85252249991036,2009,2024,15
Eunkwang,Seo Eunkwang,1990-11-22,BtoB,2012-03-21,Cube,South Korea,173.0,62.0,Yongin,M,21,20.715693808680545,2012,2024,12
Eunsang,Lee Eunsang,2002-10-26,YOUNITE,2022-04-20,Brand New,South Korea,180.0,58.0,Unknown,M,19,17.901234567901234,2022,2024,2
Eunseo,Son Juyeon,1998-05-27,WJSN,2016-02-25,Starship,South Korea,167.0,57.0,Incheon,F,18,20.43816558499767,2016,2024,8
Eunsung,Lee Eunsung,2000-09-07,TheEastLight,2018-11-15,Stardium,South Korea,170.0,57.0,Unknown,M,18,19.723183391003463,2018,2024,6
Eunwoo,Cha Eunwoo,1997-03-30,ASTRO,2016-02-23,Fantagio,South Korea,170.0,57.0,Gunpo,M,19,19.723183391003463,2016,2024,8
Eunwoo,Jeong Eunwoo,1998-07-01,Hinapia,2019-11-03,Alseulbit,South Korea,167.0,48.0,Unknown,F,21,17.21108680841909,2019,2024,5
Eunyoung,Joo Eunyoung,1992-06-12,Two X,2012-08-20,J. Tune,South Korea,170.0,57.0,Unknown,F,20,19.723183391003463,2012,2024,12
Exy,Chu Sojung,1995-11-06,WJSN,2016-02-25,Starship,South Korea,166.0,57.0,Busan,F,20,20.685150239512268,2016,2024,8
E-Young,Noh Yiyoung,1992-08-16,After School,2009-01-15,Pledis,South Korea,170.0,57.0,Chuncheon,F,16,19.723183391003463,2009,2024,15
Fatou,Fatou Samba,1995-03-23,Blackswan,2020-10-16,DR,Belgium,173.0,57.0,Yoff,F,26,19.045073340238563,2020,2024,4
Fei,Wang FeiFei,1987-04-27,miss A,2010-07-01,JYP,China,165.0,57.0,Haikou,F,23,20.936639118457304,2010,2024,14
Felix,Lee Youngbok,2000-09-15,Stray Kids,2018-03-25,JYP,South Korea,170.0,57.0,Sydney,M,18,19.723183391003463,2018,2024,6
G.O,Jung Byunghee,1987-11-06,MBLAQ,2009-10-14,J. Tune,South Korea,170.0,57.0,Changwon,M,22,19.723183391003463,2009,2024,15
Gabin,Kim Gabin,1989-09-18,Blady,2011-05-16,Star Planet,South Korea,170.0,57.0,Busan,F,22,19.723183391003463,2011,2024,13
Gabin,Yoo Seunghyun,2001-09-11,JWiiver,2022-02-17,JTG,South Korea,170.0,57.0,Busan,M,20,19.723183391003463,2022,2024,2
Gaeul,Park Gaeul,1999-05-08,Favorite,2017-07-05,Astory,South Korea,164.0,48.0,Seoul,F,18,17.846519928613922,2017,2024,7
Gaeul,Kim Gaeul,2002-09-24,IVE,2021-12-01,Starship,South Korea,166.0,46.0,Incheon,F,19,16.693279140659023,2021,2024,3
Gaeun,Lee Gaeun,2000-07-18,ARTBEAT,2022-11-16,AB Creative,South Korea,170.0,57.0,Unknown,F,22,19.723183391003463,2022,2024,2
Gaeun,Oh Gaeun,2005-11-08,LIMELIGHT,2023-02-17,143,South Korea,165.0,57.0,Unknown,F,17,20.936639118457304,2023,2024,1
Gahyeon,Lee Gahyeon,1999-02-03,Dreamcatcher,2017-01-13,Happy Face,South Korea,170.0,57.0,Seongnam,F,18,19.723183391003463,2017,2024,7
Gain,Son Gain,1987-09-20,Brown Eyed Girls,2006-03-02,Mystic,South Korea,170.0,57.0,Unknown,F,18,19.723183391003463,2006,2024,18
Gaon,Beom Gaon,2001-03-09,Bonus Baby,2017-01-01,Maroo,South Korea,163.0,57.0,Unknown,F,16,21.453573713726524,2017,2024,7
Gayoon,Heo Gayoon,1990-05-18,4minute,2009-06-15,Cube,South Korea,165.0,57.0,Seoul,F,19,20.936639118457304,2009,2024,15
Gayoung,Kim Gayoung,1991-12-02,Stellar,2011-08-28,Pascal,South Korea,170.0,57.0,Seoul,F,20,19.723183391003463,2011,2024,13
G-Dragon,Kwon Jiyong,1988-08-18,BIGBANG,2006-08-19,YG,South Korea,177.0,58.0,Seoul,M,18,18.513198633853616,2006,2024,18
Genie,Cho Heejin,2002-03-19,TRACER,2022-04-03,Gleamedia,South Korea,170.0,57.0,Unknown,F,20,19.723183391003463,2022,2024,2
Geonu,Lee Geonwoo,2001-02-02,JUST B,2021-06-30,Bluedot,South Korea,176.0,57.0,Unknown,M,20,18.401342975206614,2021,2024,3
Geumhee,Han Geumhee,2005-03-04,CSR,2022-07-27,A2Z,South Korea,170.0,57.0,Incheon,F,17,19.723183391003463,2022,2024,2
Geummi,Baek Boram,1988-06-18,Crayon Pop,2012-07-18,Chrome,South Korea,165.0,57.0,Seoul,F,24,20.936639118457304,2012,2024,12
Gihwan,Kim Gihwan,1993-11-24,SIGNAL,2019-08-28,J-Star,South Korea,170.0,57.0,Unknown,M,26,19.723183391003463,2019,2024,5
Gijung,Kim Gijung,2001-01-24,IM,2022-04-04,FC ENM,South Korea,180.0,57.0,Unknown,M,21,17.59259259259259,2022,2024,2
Gikwang,Lee Gikwang,1990-03-30,Highlight,2009-10-14,Around Us,South Korea,171.0,58.0,Gwangju,M,20,19.835162956123252,2009,2024,15
Giru,Park Giru,1991-08-14,Blady,2011-05-16,Star Planet,South Korea,170.0,57.0,Incheon,F,20,19.723183391003463,2011,2024,13
Giselle,Uchinaga Aeri,2000-10-30,aespa,2020-11-17,SM,Japan,166.0,57.0,Unknown,F,20,20.685150239512268,2020,2024,4
Giseok,Jun Giseok,1997-05-02,IM,2022-04-04,FC ENM,South Korea,180.0,57.0,Unknown,M,25,17.59259259259259,2022,2024,2
GK,Kim Kwanghyun,1998-09-29,DKB,2020-02-03,Brave,South Korea,177.0,60.0,Unknown,M,21,19.15158479364167,2020,2024,4
Go_U,Jang Junho,2001-06-15,BLITZERS,2021-05-12,Wuzo,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2021,2024,3
Goeun,Na Goeun,1999-09-03,Purple Kiss,2021-03-15,RBW,South Korea,160.0,44.0,Unknown,F,22,17.187499999999996,2021,2024,3
Gohyeon,Go Hyeon,1994-10-01,14U,2017-04-17,BG,South Korea,170.0,57.0,Unknown,M,23,19.723183391003463,2017,2024,7
Gon,Kim Seongjung,1998-11-13,ARGON,2019-03-11,MSH,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2019,2024,5
Gongchan,Gong Chansik,1993-08-14,B1A4,2010-04-19,WM,South Korea,181.0,60.0,Suncheon,M,17,18.314459265590184,2010,2024,14
Gowon,Park Chaewon,2000-11-19,LOONA,2018-08-20,Blockberry,South Korea,170.0,57.0,Unknown,F,18,19.723183391003463,2018,2024,6
Gowoon,Moon Yujeong,1998-12-18,Berry Good,2014-05-21,Asia Bridge,South Korea,167.0,57.0,Unknown,F,15,20.43816558499767,2014,2024,10
Gracie,Kim Gaeun,1996-10-28,H.U.B,2017-02-09,New Planet,South Korea,170.0,57.0,Unknown,F,20,19.723183391003463,2017,2024,7
Gun,Kwak Gun,2001-09-29,14U,2017-04-17,BG,South Korea,170.0,57.0,Unknown,M,16,19.723183391003463,2017,2024,7
Gunmin,Lee Gunmin,1994-10-03,B.I.G,2014-07-09,GH,South Korea,177.0,64.0,Gangwon,M,20,20.428357113217785,2014,2024,10
Gunwoo,Lee Gunwoo,1989-01-30,MYNAME,2011-10-27,H2,South Korea,170.0,57.0,Daejeon,M,23,19.723183391003463,2011,2024,13
Gyehyeon,Jo Gyehyeon,1999-05-14,Verivery,2019-09-01,Jellyfish,South Korea,170.0,57.0,Unknown,M,20,19.723183391003463,2019,2024,5
Gyeongtae,Kwon Gyeongtae,2000-07-23,14U,2017-04-17,BG,South Korea,170.0,57.0,Unknown,M,17,19.723183391003463,2017,2024,7
Gyujin,Han Gyujin,1997-11-21,UP10TION,2015-09-10,TOP Media,South Korea,170.0,57.0,Icheon,M,18,19.723183391003463,2015,2024,9
Gyuri,Park Gyuri,1988-05-21,KARA,2007-03-29,DSP,South Korea,170.0,57.0,Seoul,F,19,19.723183391003463,2007,2024,17
Haebin,Han Haebin,1995-08-16,Gugudan,2016-06-28,Jellyfish,South Korea,170.0,57.0,Unknown,F,21,19.723183391003463,2016,2024,8
Haechan,Lee Donghyuk,2000-06-06,NCT,2016-04-09,SM,South Korea,170.0,57.0,Unknown,M,16,19.723183391003463,2016,2024,8
Haein,Yeom Haein,1995-05-19,LABOUM,2014-08-27,NH,South Korea,162.0,45.0,Ojeonggu,F,19,17.146776406035663,2014,2024,10
Haemin,Jung Haemin,2004-03-16,8TURN,2023-01-30,MNH,South Korea,183.0,63.0,Cheonan,M,19,18.812147272238644,2023,2024,1
Haena,Jeon Eunbi,2002-02-19,ANS,2019-09-16,ANS,South Korea,170.0,57.0,Unknown,F,18,19.723183391003463,2019,2024,5
Haena,Lee Haena,1991-06-02,Matilda,2016-03-18,Box,South Korea,170.0,165.0,Unknown,F,25,57.09342560553634,2016,2024,8
Haeri,Lee Haeri,1985-02-14,Davichi,2008-02-04,CJ E&M,South Korea,170.0,57.0,Seoul,F,23,19.723183391003463,2008,2024,16
Haeri,Jung Haeri,1997-01-14,P.O.P,2017-07-26,DWM,South Korea,170.0,57.0,Seoul,F,21,19.723183391003463,2017,2024,7
Haerin,Kang Haerin,2006-05-15,NewJeans,2022-07-22,ADOR,South Korea,165.0,57.0,Gimcheon,F,16,20.936639118457304,2022,2024,2
Haeryeong,Na Haeryeong,1994-11-11,BESTie,2013-07-11,YNB,South Korea,170.0,57.0,Unknown,F,19,19.723183391003463,2013,2024,11
Haeun,Yoon Haeun,1999-03-12,3YE,2019-05-21,GH,South Korea,163.0,57.0,Unknown,F,20,21.453573713726524,2019,2024,5
Haeun,Lee Haeun,2002-06-25,ARTBEAT,2022-11-16,AB Creative,South Korea,157.0,57.0,Unknown,F,20,23.124670372023203,2022,2024,2
Haeun,Lim Haeun,2008-11-02,Lapillus,2022-06-22,MLD,South Korea,170.0,57.0,Unknown,F,14,19.723183391003463,2022,2024,2
Haewon,Oh Haewon,2003-02-25,NMIXX,2022-02-22,JYP,South Korea,170.0,57.0,Unknown,F,19,19.723183391003463,2022,2024,2
Haeyoon,Park Haeyoon,1996-01-10,Cherry Bullet,2019-01-21,FNC,South Korea,157.0,43.0,Unknown,F,23,17.444926771877153,2019,2024,5
Hakmin,Lee Hakmin,2000-09-20,TRCNG,2017-10-10,TS,South Korea,171.0,57.0,Unknown,M,17,19.493177387914233,2017,2024,7
